Namespace(gpu_id=0, img_path='/home/wsz/workspace/Data/LOLdataset/our485_patch/low/', img_val_path='/home/wsz/workspace/Data/LOLdataset/eval15/low/', batch_size=16, lr=0.0002, weight_decay=0.0004, pretrain_dir=None, num_epochs=200, display_iter=10, snapshots_folder='workdirs/snapshots_folder_lol_v1_patch_origin_zero_220906')
Total examples: 4850
Total examples: 15
the device is: cuda:0
######## Start IAT Training #########
the epoch is: 0
/home/wsz/miniconda3/envs/kang/lib/python3.9/site-packages/torch/nn/functional.py:1795: UserWarning: nn.functional.tanh is deprecated. Use torch.tanh instead.
  warnings.warn("nn.functional.tanh is deprecated. Use torch.tanh instead.")
Loss at iteration 40 : 0.07703424990177155
Loss at iteration 50 : 0.06740748882293701
Loss at iteration 60 : 0.07887864112854004
Loss at iteration 70 : 0.08677487820386887
Loss at iteration 80 : 0.08059778809547424
Loss at iteration 90 : 0.09709535539150238
Loss at iteration 100 : 0.09450605511665344
Loss at iteration 110 : 0.10008496046066284
Loss at iteration 120 : 0.0975111722946167
Loss at iteration 130 : 0.0898972749710083
Loss at iteration 140 : 0.07389567792415619
Loss at iteration 150 : 0.07667401432991028
Loss at iteration 160 : 0.09294702857732773
Loss at iteration 170 : 0.07748456299304962
Loss at iteration 180 : 0.08185850083827972
Loss at iteration 190 : 0.07093503326177597
Loss at iteration 200 : 0.08803640305995941
Loss at iteration 210 : 0.0743318572640419
Loss at iteration 220 : 0.11298816651105881
Loss at iteration 230 : 0.09385526180267334
Loss at iteration 240 : 0.07942014187574387
Loss at iteration 250 : 0.07453688234090805
Loss at iteration 260 : 0.085435651242733
Loss at iteration 270 : 0.0854838490486145
Loss at iteration 280 : 0.08968126028776169
Loss at iteration 290 : 0.06582236289978027
Loss at iteration 300 : 0.08217368274927139
The SSIM Value is: 0.6835775136947632
The PSNR Value is: 20.233663177490236
the epoch is: 110
Loss at iteration 10 : 0.09476830810308456
Loss at iteration 20 : 0.0845150351524353
Loss at iteration 30 : 0.10303368419408798
Loss at iteration 40 : 0.07109155505895615
Loss at iteration 50 : 0.06737697124481201
Loss at iteration 60 : 0.0803074985742569
Loss at iteration 70 : 0.08379127830266953
Loss at iteration 80 : 0.07352937757968903
Loss at iteration 90 : 0.09011100232601166
Loss at iteration 100 : 0.07351438701152802
Loss at iteration 110 : 0.09644460678100586
Loss at iteration 120 : 0.07603791356086731
Loss at iteration 130 : 0.09209804236888885
Loss at iteration 140 : 0.09832072257995605
Loss at iteration 150 : 0.1379270851612091
Loss at iteration 160 : 0.0943501815199852
Loss at iteration 170 : 0.10553129762411118
Loss at iteration 180 : 0.07299225777387619
Loss at iteration 190 : 0.0727265328168869
Loss at iteration 200 : 0.09337937831878662
Loss at iteration 210 : 0.09328173100948334
Loss at iteration 220 : 0.07170625030994415
Loss at iteration 230 : 0.09248320758342743
Loss at iteration 240 : 0.08019877970218658
Loss at iteration 250 : 0.08374270051717758
Loss at iteration 260 : 0.09995155036449432
Loss at iteration 270 : 0.08742682635784149
Loss at iteration 280 : 0.0671926885843277
Loss at iteration 290 : 0.06504161655902863
Loss at iteration 300 : 0.0904107391834259
The SSIM Value is: 0.6791751146316528
The PSNR Value is: 20.004203033447265
the epoch is: 111
Loss at iteration 10 : 0.07728886604309082
Loss at iteration 20 : 0.06955031305551529
Loss at iteration 30 : 0.06888554990291595
Loss at iteration 40 : 0.08396176993846893
Loss at iteration 50 : 0.08820709586143494
Loss at iteration 60 : 0.06891828030347824
Loss at iteration 70 : 0.08591665327548981
Loss at iteration 80 : 0.1037239283323288
Loss at iteration 90 : 0.10074029862880707
Loss at iteration 100 : 0.08652287721633911
Loss at iteration 110 : 0.08206367492675781
Loss at iteration 120 : 0.08430071920156479
Loss at iteration 130 : 0.08086590468883514
Loss at iteration 140 : 0.08785156905651093
Loss at iteration 150 : 0.08108644932508469
Loss at iteration 160 : 0.09652557224035263
Loss at iteration 170 : 0.09693485498428345
Loss at iteration 180 : 0.07900427281856537
Loss at iteration 190 : 0.07965610921382904
Loss at iteration 200 : 0.07988359779119492
Loss at iteration 210 : 0.07058372348546982
Loss at iteration 220 : 0.06975595653057098
Loss at iteration 230 : 0.091154083609581
Loss at iteration 240 : 0.09762020409107208
Loss at iteration 250 : 0.08322632312774658
Loss at iteration 260 : 0.09444768726825714
Loss at iteration 270 : 0.11326301097869873
Loss at iteration 280 : 0.09294766187667847
Loss at iteration 290 : 0.07298143208026886
Loss at iteration 300 : 0.07743919640779495
The SSIM Value is: 0.6763743698596955
The PSNR Value is: 19.795362408955892
the epoch is: 112
Loss at iteration 10 : 0.10045792907476425
Loss at iteration 20 : 0.08027266710996628
Loss at iteration 30 : 0.09849380701780319
Loss at iteration 40 : 0.09031522274017334
Loss at iteration 50 : 0.09583763778209686
Loss at iteration 60 : 0.07406894862651825
Loss at iteration 70 : 0.07013234496116638
Loss at iteration 80 : 0.07154864072799683
Loss at iteration 90 : 0.09847893565893173
Loss at iteration 100 : 0.08391692489385605
Loss at iteration 110 : 0.06896606087684631
Loss at iteration 120 : 0.07730638235807419
Loss at iteration 130 : 0.09190153330564499
Loss at iteration 140 : 0.10145427286624908
Loss at iteration 150 : 0.09272617101669312
Loss at iteration 160 : 0.08322017639875412
Loss at iteration 170 : 0.08768902719020844
Loss at iteration 180 : 0.08215013146400452
Loss at iteration 190 : 0.07968534529209137
Loss at iteration 200 : 0.06892770528793335
Loss at iteration 210 : 0.06849034875631332
Loss at iteration 220 : 0.09543891996145248
Loss at iteration 230 : 0.08420179784297943
Loss at iteration 240 : 0.0727275162935257
Loss at iteration 250 : 0.10752751678228378
Loss at iteration 260 : 0.08364665508270264
Loss at iteration 270 : 0.08437126129865646
Loss at iteration 280 : 0.07423022389411926
Loss at iteration 290 : 0.07508465647697449
Loss at iteration 300 : 0.09799274057149887
The SSIM Value is: 0.6804326295852661
The PSNR Value is: 20.032331784566242
the epoch is: 113
Loss at iteration 10 : 0.09672760963439941
Loss at iteration 20 : 0.08279841393232346
Loss at iteration 30 : 0.07080472260713577
Loss at iteration 40 : 0.10238265991210938
Loss at iteration 50 : 0.07834246754646301
Loss at iteration 60 : 0.08896958827972412
Loss at iteration 70 : 0.11626233905553818
Loss at iteration 80 : 0.07989911735057831
Loss at iteration 90 : 0.12553103268146515
Loss at iteration 100 : 0.07860999554395676
Loss at iteration 110 : 0.07576286047697067
Loss at iteration 120 : 0.0890943706035614
Loss at iteration 130 : 0.08412756770849228
Loss at iteration 140 : 0.09372981637716293
Loss at iteration 150 : 0.08116075396537781
Loss at iteration 160 : 0.07373595982789993
Loss at iteration 170 : 0.07997709512710571
Loss at iteration 180 : 0.09713511168956757
Loss at iteration 190 : 0.09156320989131927
Loss at iteration 200 : 0.09305839985609055
Loss at iteration 210 : 0.09631495177745819
Loss at iteration 220 : 0.11201423406600952
Loss at iteration 230 : 0.08603020757436752
Loss at iteration 240 : 0.08117856830358505
Loss at iteration 250 : 0.07708633691072464
Loss at iteration 260 : 0.09119971841573715
Loss at iteration 270 : 0.08912424743175507
Loss at iteration 280 : 0.0702240988612175
Loss at iteration 290 : 0.08138806372880936
Loss at iteration 300 : 0.09360580891370773
The SSIM Value is: 0.6812194228172302
The PSNR Value is: 20.188557688395182
the epoch is: 114
Loss at iteration 10 : 0.07745953649282455
Loss at iteration 20 : 0.06621288508176804
Loss at iteration 30 : 0.08567299693822861
Loss at iteration 40 : 0.07208176702260971
Loss at iteration 50 : 0.08284351229667664
Loss at iteration 60 : 0.08442243933677673
Loss at iteration 70 : 0.0909692794084549
Loss at iteration 80 : 0.06658901274204254
Loss at iteration 90 : 0.1092996895313263
Loss at iteration 100 : 0.10299291461706161
Loss at iteration 110 : 0.08294926583766937
Loss at iteration 120 : 0.08402576297521591
Loss at iteration 130 : 0.08076764643192291
Loss at iteration 140 : 0.10147937387228012
Loss at iteration 150 : 0.08037112653255463
Loss at iteration 160 : 0.07597538828849792
Loss at iteration 170 : 0.0892590880393982
Loss at iteration 180 : 0.10030771791934967
Loss at iteration 190 : 0.08446352183818817
Loss at iteration 200 : 0.08797850459814072
Loss at iteration 210 : 0.07032760232686996
Loss at iteration 220 : 0.08892172574996948
Loss at iteration 230 : 0.10153915733098984
Loss at iteration 240 : 0.07806465774774551
Loss at iteration 250 : 0.0701855793595314
Loss at iteration 260 : 0.09187845885753632
Loss at iteration 270 : 0.07985328882932663
Loss at iteration 280 : 0.08296039700508118
Loss at iteration 290 : 0.07307787984609604
Loss at iteration 300 : 0.09004239737987518
The SSIM Value is: 0.6808016657829284
The PSNR Value is: 20.13704802195231
the epoch is: 115
Loss at iteration 10 : 0.05825810879468918
Loss at iteration 20 : 0.10111382603645325
Loss at iteration 30 : 0.10581018775701523
Loss at iteration 40 : 0.08136019855737686
Loss at iteration 50 : 0.07607023417949677
Loss at iteration 60 : 0.09217020124197006
Loss at iteration 70 : 0.07485099136829376
Loss at iteration 80 : 0.08229883015155792
Loss at iteration 90 : 0.08526389300823212
Loss at iteration 100 : 0.06938350200653076
Loss at iteration 110 : 0.07657616585493088
Loss at iteration 120 : 0.08756957948207855
Loss at iteration 130 : 0.07500014454126358
Loss at iteration 140 : 0.0788639485836029
Loss at iteration 150 : 0.10212069749832153
Loss at iteration 160 : 0.08105730265378952
Loss at iteration 170 : 0.06952571123838425
Loss at iteration 180 : 0.08193464577198029
Loss at iteration 190 : 0.08740117400884628
Loss at iteration 200 : 0.08244016766548157
Loss at iteration 210 : 0.1127786785364151
Loss at iteration 220 : 0.08322811126708984
Loss at iteration 230 : 0.06768359988927841
Loss at iteration 240 : 0.07747018337249756
Loss at iteration 250 : 0.09867920726537704
Loss at iteration 260 : 0.07499347627162933
Loss at iteration 270 : 0.0899483785033226
Loss at iteration 280 : 0.08852624893188477
Loss at iteration 290 : 0.07832835614681244
Loss at iteration 300 : 0.10572949051856995
The SSIM Value is: 0.6849123736222585
The PSNR Value is: 20.149959246317547
the epoch is: 116
Loss at iteration 10 : 0.10177420824766159
Loss at iteration 20 : 0.06649403274059296
Loss at iteration 30 : 0.07934124767780304
Loss at iteration 40 : 0.08984168618917465
Loss at iteration 50 : 0.06324999779462814
Loss at iteration 60 : 0.07864220440387726
Loss at iteration 70 : 0.0946626290678978
Loss at iteration 80 : 0.0904935821890831
Loss at iteration 90 : 0.06987225264310837
Loss at iteration 100 : 0.10958051681518555
Loss at iteration 110 : 0.07958094030618668
Loss at iteration 120 : 0.09099534153938293
Loss at iteration 130 : 0.07951535284519196
Loss at iteration 140 : 0.09756442159414291
Loss at iteration 150 : 0.07210195064544678
Loss at iteration 160 : 0.0891304761171341
Loss at iteration 170 : 0.08885020017623901
Loss at iteration 180 : 0.09481363743543625
Loss at iteration 190 : 0.07419942319393158
Loss at iteration 200 : 0.07691222429275513
Loss at iteration 210 : 0.08773455023765564
Loss at iteration 220 : 0.09881611913442612
Loss at iteration 230 : 0.1085004135966301
Loss at iteration 240 : 0.10490121692419052
Loss at iteration 250 : 0.09137215465307236
Loss at iteration 260 : 0.09613001346588135
Loss at iteration 270 : 0.08680673688650131
Loss at iteration 280 : 0.06829097121953964
Loss at iteration 290 : 0.08910034596920013
Loss at iteration 300 : 0.07564441859722137
The SSIM Value is: 0.6818153500556946
The PSNR Value is: 19.972192764282227
the epoch is: 117
Loss at iteration 10 : 0.09063630551099777
Loss at iteration 20 : 0.09024828672409058
Loss at iteration 30 : 0.07890565693378448
Loss at iteration 40 : 0.07136496156454086
Loss at iteration 50 : 0.09544724225997925
Loss at iteration 60 : 0.08617988228797913
Loss at iteration 70 : 0.09069177508354187
Loss at iteration 80 : 0.0942474827170372
Loss at iteration 90 : 0.07053019106388092
Loss at iteration 100 : 0.10017182677984238
Loss at iteration 110 : 0.0889553427696228
Loss at iteration 120 : 0.07080857455730438
Loss at iteration 130 : 0.07456967234611511
Loss at iteration 140 : 0.08186949044466019
Loss at iteration 150 : 0.10225137323141098
Loss at iteration 160 : 0.0929146558046341
Loss at iteration 170 : 0.08464007824659348
Loss at iteration 180 : 0.09945391863584518
Loss at iteration 190 : 0.07454916089773178
Loss at iteration 200 : 0.07968612760305405
Loss at iteration 210 : 0.0629989430308342
Loss at iteration 220 : 0.09240785241127014
Loss at iteration 230 : 0.09868144243955612
Loss at iteration 240 : 0.08274698257446289
Loss at iteration 250 : 0.06429457664489746
Loss at iteration 260 : 0.09894021600484848
Loss at iteration 270 : 0.07515143603086472
Loss at iteration 280 : 0.10023926198482513
Loss at iteration 290 : 0.10632893443107605
Loss at iteration 300 : 0.08425166457891464
The SSIM Value is: 0.6826282262802124
The PSNR Value is: 20.15539830525716
the epoch is: 118
Loss at iteration 10 : 0.05996043235063553
Loss at iteration 20 : 0.07769527286291122
Loss at iteration 30 : 0.08902977406978607
Loss at iteration 40 : 0.0886407122015953
Loss at iteration 50 : 0.08749991655349731
Loss at iteration 60 : 0.09611993283033371
Loss at iteration 70 : 0.08224194496870041
Loss at iteration 80 : 0.09019243717193604
Loss at iteration 90 : 0.09721511602401733
Loss at iteration 100 : 0.0941963940858841
Loss at iteration 110 : 0.08431707322597504
Loss at iteration 120 : 0.11429514735937119
Loss at iteration 130 : 0.07686366140842438
Loss at iteration 140 : 0.09011130034923553
Loss at iteration 150 : 0.08790680021047592
Loss at iteration 160 : 0.09518276154994965
Loss at iteration 170 : 0.09941913187503815
Loss at iteration 180 : 0.08170776069164276
Loss at iteration 190 : 0.08833404630422592
Loss at iteration 200 : 0.07810798287391663
Loss at iteration 210 : 0.07870258390903473
Loss at iteration 220 : 0.08494062721729279
Loss at iteration 230 : 0.09284715354442596
Loss at iteration 240 : 0.08245614171028137
Loss at iteration 250 : 0.08645002543926239
Loss at iteration 260 : 0.0863076001405716
Loss at iteration 270 : 0.08706899732351303
Loss at iteration 280 : 0.08986885845661163
Loss at iteration 290 : 0.07739066332578659
Loss at iteration 300 : 0.07179524749517441
The SSIM Value is: 0.680873441696167
The PSNR Value is: 20.076913261413573
the epoch is: 119
Loss at iteration 10 : 0.07424130290746689
Loss at iteration 20 : 0.09214125573635101
Loss at iteration 30 : 0.07502587139606476
Loss at iteration 40 : 0.09950561821460724
Loss at iteration 50 : 0.0917641744017601
Loss at iteration 60 : 0.0989319309592247
Loss at iteration 70 : 0.08126948773860931
Loss at iteration 80 : 0.08417420834302902
Loss at iteration 90 : 0.07522699236869812
Loss at iteration 100 : 0.08662854135036469
Loss at iteration 110 : 0.09688784927129745
Loss at iteration 120 : 0.08276782929897308
Loss at iteration 130 : 0.07660721242427826
Loss at iteration 140 : 0.08563738316297531
Loss at iteration 150 : 0.09608310461044312
Loss at iteration 160 : 0.09453046321868896
Loss at iteration 170 : 0.08650948852300644
Loss at iteration 180 : 0.11207038164138794
Loss at iteration 190 : 0.06324386596679688
Loss at iteration 200 : 0.11587554216384888
Loss at iteration 210 : 0.10978654026985168
Loss at iteration 220 : 0.103901706635952
Loss at iteration 230 : 0.11360185593366623
Loss at iteration 240 : 0.09905680269002914
Loss at iteration 250 : 0.07131362706422806
Loss at iteration 260 : 0.08753794431686401
Loss at iteration 270 : 0.08321110904216766
Loss at iteration 280 : 0.0777631402015686
Loss at iteration 290 : 0.09500807523727417
Loss at iteration 300 : 0.08254949748516083
The SSIM Value is: 0.6845572312672933
The PSNR Value is: 20.227657890319826
the epoch is: 120
Loss at iteration 10 : 0.08159105479717255
Loss at iteration 20 : 0.08546397089958191
Loss at iteration 30 : 0.07285138964653015
Loss at iteration 40 : 0.08910511434078217
Loss at iteration 50 : 0.07245560735464096
Loss at iteration 60 : 0.08290866017341614
Loss at iteration 70 : 0.07622991502285004
Loss at iteration 80 : 0.09149428457021713
Loss at iteration 90 : 0.08652366697788239
Loss at iteration 100 : 0.06962332129478455
Loss at iteration 110 : 0.07524337619543076
Loss at iteration 120 : 0.0727076381444931
Loss at iteration 130 : 0.07834915071725845
Loss at iteration 140 : 0.09675469249486923
Loss at iteration 150 : 0.0895826667547226
Loss at iteration 160 : 0.07425975054502487
Loss at iteration 170 : 0.09221921861171722
Loss at iteration 180 : 0.09013848006725311
Loss at iteration 190 : 0.0841328352689743
Loss at iteration 200 : 0.08808480203151703
Loss at iteration 210 : 0.07907718420028687
Loss at iteration 220 : 0.08713184297084808
Loss at iteration 230 : 0.08019906282424927
Loss at iteration 240 : 0.10510089248418808
Loss at iteration 250 : 0.10391335934400558
Loss at iteration 260 : 0.09271496534347534
Loss at iteration 270 : 0.07811164855957031
Loss at iteration 280 : 0.08344724029302597
Loss at iteration 290 : 0.0687987357378006
Loss at iteration 300 : 0.09496316313743591
The SSIM Value is: 0.6848808904488881
The PSNR Value is: 19.8768487294515
the epoch is: 121
Loss at iteration 10 : 0.0863763839006424
Loss at iteration 20 : 0.09992659091949463
Loss at iteration 30 : 0.08316746354103088
Loss at iteration 40 : 0.09358090162277222
Loss at iteration 50 : 0.0780988335609436
Loss at iteration 60 : 0.08439024537801743
Loss at iteration 70 : 0.08947532624006271
Loss at iteration 80 : 0.08735021203756332
Loss at iteration 90 : 0.08628849685192108
Loss at iteration 100 : 0.07957853376865387
Loss at iteration 110 : 0.09325814247131348
Loss at iteration 120 : 0.08911699056625366
Loss at iteration 130 : 0.06584039330482483
Loss at iteration 140 : 0.07771526277065277
Loss at iteration 150 : 0.06430372595787048
Loss at iteration 160 : 0.07570026814937592
Loss at iteration 170 : 0.09879252314567566
Loss at iteration 180 : 0.08284484595060349
Loss at iteration 190 : 0.08922797441482544
Loss at iteration 200 : 0.09551025927066803
Loss at iteration 210 : 0.07179450243711472
Loss at iteration 220 : 0.12892460823059082
Loss at iteration 230 : 0.08605970442295074
Loss at iteration 240 : 0.08738833665847778
Loss at iteration 250 : 0.08751486986875534
Loss at iteration 260 : 0.06954171508550644
Loss at iteration 270 : 0.08484610170125961
Loss at iteration 280 : 0.08842168748378754
Loss at iteration 290 : 0.07376164197921753
Loss at iteration 300 : 0.08621203899383545
The SSIM Value is: 0.681533008813858
The PSNR Value is: 20.037648391723632
the epoch is: 122
Loss at iteration 10 : 0.08636781573295593
Loss at iteration 20 : 0.09561562538146973
Loss at iteration 30 : 0.07459327578544617
Loss at iteration 40 : 0.08576928079128265
Loss at iteration 50 : 0.09264133870601654
Loss at iteration 60 : 0.09394704550504684
Loss at iteration 70 : 0.10204888880252838
Loss at iteration 80 : 0.08743990957736969
Loss at iteration 90 : 0.07078160345554352
Loss at iteration 100 : 0.08517464250326157
Loss at iteration 110 : 0.09197213500738144
Loss at iteration 120 : 0.09497769922018051
Loss at iteration 130 : 0.07919934391975403
Loss at iteration 140 : 0.09822605550289154
Loss at iteration 150 : 0.07048197835683823
Loss at iteration 160 : 0.08136644959449768
Loss at iteration 170 : 0.11401014029979706
Loss at iteration 180 : 0.07760395854711533
Loss at iteration 190 : 0.10585816949605942
Loss at iteration 200 : 0.09768621623516083
Loss at iteration 210 : 0.10196208208799362
Loss at iteration 220 : 0.07057725638151169
Loss at iteration 230 : 0.07263403385877609
Loss at iteration 240 : 0.0766579657793045
Loss at iteration 250 : 0.06907650828361511
Loss at iteration 260 : 0.07477252185344696
Loss at iteration 270 : 0.0674014687538147
Loss at iteration 280 : 0.06644923985004425
Loss at iteration 290 : 0.08489670604467392
Loss at iteration 300 : 0.0882439911365509
The SSIM Value is: 0.6834178626537323
The PSNR Value is: 20.16336612701416
the epoch is: 123
Loss at iteration 10 : 0.08122694492340088
Loss at iteration 20 : 0.0708448737859726
Loss at iteration 30 : 0.061242979019880295
Loss at iteration 40 : 0.07299721240997314
Loss at iteration 50 : 0.10354429483413696
Loss at iteration 60 : 0.10388469696044922
Loss at iteration 70 : 0.07300492376089096
Loss at iteration 80 : 0.11288561671972275
Loss at iteration 90 : 0.09428169578313828
Loss at iteration 100 : 0.10735764354467392
Loss at iteration 110 : 0.07962049543857574
Loss at iteration 120 : 0.09258472919464111
Loss at iteration 130 : 0.08685048669576645
Loss at iteration 140 : 0.07347738742828369
Loss at iteration 150 : 0.06687276065349579
Loss at iteration 160 : 0.07842876017093658
Loss at iteration 170 : 0.07903905212879181
Loss at iteration 180 : 0.08078770339488983
Loss at iteration 190 : 0.08925345540046692
Loss at iteration 200 : 0.06462764739990234
Loss at iteration 210 : 0.08159729093313217
Loss at iteration 220 : 0.0834045261144638
Loss at iteration 230 : 0.08425023406744003
Loss at iteration 240 : 0.09635584056377411
Loss at iteration 250 : 0.09451723098754883
Loss at iteration 260 : 0.09220998734235764
Loss at iteration 270 : 0.08452141284942627
Loss at iteration 280 : 0.08756332844495773
Loss at iteration 290 : 0.12433141469955444
Loss at iteration 300 : 0.07736639678478241
The SSIM Value is: 0.6818104326725006
The PSNR Value is: 19.918065770467123
the epoch is: 124
Loss at iteration 10 : 0.08398839086294174
Loss at iteration 20 : 0.09618930518627167
Loss at iteration 30 : 0.08927147835493088
Loss at iteration 40 : 0.08871141076087952
Loss at iteration 50 : 0.09118612855672836
Loss at iteration 60 : 0.09733134508132935
Loss at iteration 70 : 0.0886797159910202
Loss at iteration 80 : 0.09101814031600952
Loss at iteration 90 : 0.08551047742366791
Loss at iteration 100 : 0.062346022576093674
Loss at iteration 110 : 0.09987686574459076
Loss at iteration 120 : 0.07307230681180954
Loss at iteration 130 : 0.076125368475914
Loss at iteration 140 : 0.09028010815382004
Loss at iteration 150 : 0.0674973577260971
Loss at iteration 160 : 0.08059687912464142
Loss at iteration 170 : 0.07608744502067566
Loss at iteration 180 : 0.07288241386413574
Loss at iteration 190 : 0.07992787659168243
Loss at iteration 200 : 0.06545701622962952
Loss at iteration 210 : 0.07199300825595856
Loss at iteration 220 : 0.0855984091758728
Loss at iteration 230 : 0.08044742047786713
Loss at iteration 240 : 0.08802478015422821
Loss at iteration 250 : 0.09801045060157776
Loss at iteration 260 : 0.0846126526594162
Loss at iteration 270 : 0.09097497165203094
Loss at iteration 280 : 0.07666420936584473
Loss at iteration 290 : 0.06914813071489334
Loss at iteration 300 : 0.09705530107021332
The SSIM Value is: 0.6828466971715291
The PSNR Value is: 20.061908976236978
the epoch is: 125
Loss at iteration 10 : 0.08933740109205246
Loss at iteration 20 : 0.09321235120296478
Loss at iteration 30 : 0.09200042486190796
Loss at iteration 40 : 0.09162268042564392
Loss at iteration 50 : 0.0828443318605423
Loss at iteration 60 : 0.07594486325979233
Loss at iteration 70 : 0.08463745564222336
Loss at iteration 80 : 0.07868831604719162
Loss at iteration 90 : 0.07414171099662781
Loss at iteration 100 : 0.1007494330406189
Loss at iteration 110 : 0.0914335772395134
Loss at iteration 120 : 0.08327099680900574
Loss at iteration 130 : 0.09140515327453613
Loss at iteration 140 : 0.08001627027988434
Loss at iteration 150 : 0.07949207723140717
Loss at iteration 160 : 0.0898417979478836
Loss at iteration 170 : 0.07281935214996338
Loss at iteration 180 : 0.08028358221054077
Loss at iteration 190 : 0.07011827826499939
Loss at iteration 200 : 0.09110268205404282
Loss at iteration 210 : 0.06180763244628906
Loss at iteration 220 : 0.06911637634038925
Loss at iteration 230 : 0.09363621473312378
Loss at iteration 240 : 0.06545713543891907
Loss at iteration 250 : 0.07955613732337952
Loss at iteration 260 : 0.09989940375089645
Loss at iteration 270 : 0.09515368938446045
Loss at iteration 280 : 0.07368474453687668
Loss at iteration 290 : 0.07618260383605957
Loss at iteration 300 : 0.08383410423994064
The SSIM Value is: 0.685876609881719
The PSNR Value is: 20.220550282796225
the epoch is: 126
Loss at iteration 10 : 0.09901799261569977
Loss at iteration 20 : 0.08366960287094116
Loss at iteration 30 : 0.09478437155485153
Loss at iteration 40 : 0.07531094551086426
Loss at iteration 50 : 0.08509232848882675
Loss at iteration 60 : 0.07329822331666946
Loss at iteration 70 : 0.08586635440587997
Loss at iteration 80 : 0.08423621952533722
Loss at iteration 90 : 0.09218200296163559
Loss at iteration 100 : 0.07478786259889603
Loss at iteration 110 : 0.07157839089632034
Loss at iteration 120 : 0.08736646175384521
Loss at iteration 130 : 0.09022019803524017
Loss at iteration 140 : 0.08104012161493301
Loss at iteration 150 : 0.08018794655799866
Loss at iteration 160 : 0.0737924724817276
Loss at iteration 170 : 0.06872423738241196
Loss at iteration 180 : 0.07192346453666687
Loss at iteration 190 : 0.0930318757891655
Loss at iteration 200 : 0.06640899181365967
Loss at iteration 210 : 0.0769089013338089
Loss at iteration 220 : 0.0894433856010437
Loss at iteration 230 : 0.06024749577045441
Loss at iteration 240 : 0.08679257333278656
Loss at iteration 250 : 0.0894659161567688
Loss at iteration 260 : 0.07456120103597641
Loss at iteration 270 : 0.07766144722700119
Loss at iteration 280 : 0.08695860952138901
Loss at iteration 290 : 0.08918319642543793
Loss at iteration 300 : 0.06453117728233337
The SSIM Value is: 0.6805412809054057
The PSNR Value is: 19.980323791503906
the epoch is: 127
Loss at iteration 10 : 0.07181663811206818
Loss at iteration 20 : 0.0703657791018486
Loss at iteration 30 : 0.07792651653289795
Loss at iteration 40 : 0.08477345108985901
Loss at iteration 50 : 0.06631462275981903
Loss at iteration 60 : 0.09833361208438873
Loss at iteration 70 : 0.08869163691997528
Loss at iteration 80 : 0.08764804899692535
Loss at iteration 90 : 0.08219584822654724
Loss at iteration 100 : 0.1057242676615715
Loss at iteration 110 : 0.08059561252593994
Loss at iteration 120 : 0.08975730836391449
Loss at iteration 130 : 0.09223610162734985
Loss at iteration 140 : 0.07060687243938446
Loss at iteration 150 : 0.09596702456474304
Loss at iteration 160 : 0.08194774389266968
Loss at iteration 170 : 0.07393034547567368
Loss at iteration 180 : 0.08167758584022522
Loss at iteration 190 : 0.08609157800674438
Loss at iteration 200 : 0.07175756990909576
Loss at iteration 210 : 0.07561776041984558
Loss at iteration 220 : 0.0626315176486969
Loss at iteration 230 : 0.08910004794597626
Loss at iteration 240 : 0.086771659553051
Loss at iteration 250 : 0.0761418342590332
Loss at iteration 260 : 0.0920354574918747
Loss at iteration 270 : 0.09735006093978882
Loss at iteration 280 : 0.07837088406085968
Loss at iteration 290 : 0.08259770274162292
Loss at iteration 300 : 0.07328431308269501
The SSIM Value is: 0.6887125750382741
The PSNR Value is: 20.498308245340983
the highest SSIM value is: 20.498308245340983
the epoch is: 128
Loss at iteration 10 : 0.09700294584035873
Loss at iteration 20 : 0.07681713998317719
Loss at iteration 30 : 0.09492528438568115
Loss at iteration 40 : 0.08853030204772949
Loss at iteration 50 : 0.08291010558605194
Loss at iteration 60 : 0.08703305572271347
Loss at iteration 70 : 0.07976897805929184
Loss at iteration 80 : 0.0732944905757904
Loss at iteration 90 : 0.08806489408016205
Loss at iteration 100 : 0.11520516127347946
Loss at iteration 110 : 0.09968815743923187
Loss at iteration 120 : 0.08059502393007278
Loss at iteration 130 : 0.08525022119283676
Loss at iteration 140 : 0.08722375333309174
Loss at iteration 150 : 0.08687099069356918
Loss at iteration 160 : 0.090604268014431
Loss at iteration 170 : 0.08914157748222351
Loss at iteration 180 : 0.1060396283864975
Loss at iteration 190 : 0.080984927713871
Loss at iteration 200 : 0.08225227892398834
Loss at iteration 210 : 0.08706635236740112
Loss at iteration 220 : 0.09400471299886703
Loss at iteration 230 : 0.10099858045578003
Loss at iteration 240 : 0.08174590766429901
Loss at iteration 250 : 0.06435664743185043
Loss at iteration 260 : 0.07587698847055435
Loss at iteration 270 : 0.09286025166511536
Loss at iteration 280 : 0.08811482042074203
Loss at iteration 290 : 0.07818102091550827
Loss at iteration 300 : 0.08468436449766159
The SSIM Value is: 0.6846131781737009
The PSNR Value is: 20.052822748819988
the epoch is: 129
Loss at iteration 10 : 0.08047174662351608
Loss at iteration 20 : 0.08947068452835083
Loss at iteration 30 : 0.11424880474805832
Loss at iteration 40 : 0.0851164311170578
Loss at iteration 50 : 0.08961009979248047
Loss at iteration 60 : 0.09216128289699554
Loss at iteration 70 : 0.07571079581975937
Loss at iteration 80 : 0.08367332071065903
Loss at iteration 90 : 0.08364365994930267
